ENOG410UGCU	Q9CR00	Q3THC1,Q9CZZ4,Q3ULI3,A0A0G2JGN6	454.3	454.8,433.8,370.6,366.9
ENOG410UK28	P53995	B7ZNX2,A2ATQ5,Q3TP10,Q3UE43,Q6PG65	4401.4	4397.7,2647.9,1635.6,1324.0,204.2
ENOG410UHIX	Q61391	Q8BNU9,A0A0A6YW93,A0A0A6YWB9,A0A0A6YY36,A0A0A6YWA6	1713.0	591.8,387.7,370.2,271.1,257.6
ENOG410USBS	Q8VDU1		543.2	
ENOG410UZHM	Q63810		387.8	
ENOG410UWZG	D3YV94		127.9	
ENOG410UU8Q	A4Q9E4		927.2	
ENOG410UFKK	Q8CHP6	D3YY34,B7ZNA5,E9QPT4,F8WIN6,D6REI6	2085.4	1978.2,1932.3,1357.8,1183.2,419.3
ENOG410USPJ	Q8BSL4	B2RXW6	803.3	803.3
ENOG410UMW2	Q7M761	E1AW56	1165.6	284.1
ENOG410UHBM	Q91YL7		1524.0	
ENOG410UPTF	O35382	Q69ZD1,Q8CA11,Q8CEG7,Q8C391,Q9CXE1,Q8CAQ9,Q9CWI0	2131.1	2131.1,1426.0,1181.9,1163.2,1066.8,917.7,602.5
ENOG410URXI	Q8CDN6	Q3U8R9,Q3UBF4,Q3UNH3	675.4	672.4,671.3,634.4
ENOG410V2U7	Q8CBK2		314.7	
ENOG410UHEJ	Q61088	Q3V1B2,Q8BLL2,Q8BKS3,Q8BKU9	1276.6	1276.6,1274.5,1272.3,905.4
ENOG410V2P2	Q8BYK5	Q5DTG6,A2AHM4,Q6KCA9	1124.0	1080.0,1079.9,1077.5
ENOG410UFP0	Q9R1S3	G3X9F1,A0A087WS03,A0A087WQ32,C6EQG7,A0A087WNT9	1999.1	2001.9,1676.3,1675.7,431.7,71.8
ENOG410UQBS	Q562E2	E9PVN1,F7CJT5	2026.5	253.0,212.9
ENOG410UYIZ	Q61536	O70314,Q62366,O70312,Q8C427	287.4	129.7,67.1,65.6,55.8
ENOG410UQBB	Q920V1		724.9	
ENOG410UMR5	Q8R2Y2	A0A1L1SQC5,F7ATH5,D6RFP0	1262.8	243.3,147.5,21.4
ENOG410UNGP	Q9D8Z6		494.9	
ENOG410URKU	Q6NS69		1325.1	
ENOG410UHYD	Q9CWI3		601.1	
ENOG410UIQC	Q62381	Q9WVM6,G3X9F5,E9Q5B9,B7ZNA8	2206.9	2169.7,2211.4,2064.3,2063.6
ENOG410UI2F	P97300	Z4YLB7,H3BIX4,H3BKA7,A0A0A0MQN8,H3BKY2	885.6	574.5,413.5,398.8,219.7,33.4
ENOG410UV0D	Q9CWB5	A0A140LIX6,E9QM76	239.1	337.9,243.7
ENOG410UMJU	Q3UZ57	A0A1D5RLL5,J3QPL7,J3KMJ8,J3QNG8,B9EKI4,B7ZWJ8,A0A1D5RM11,J3QMK9	780.4	1778.8,1767.3,1592.6,791.9,779.7,753.8,184.6,52.1
ENOG410UIS8	O70481	Q6WKZ8,Q2M4I1,Q3UPU3,Q3UHE0,Q497M7,Q3TKQ2,Q3V1R9,A0A286YCB2	3651.8	3540.5,3652.2,3542.4,3535.2,1806.8,1797.5,1794.0,325.8
ENOG410UWRW	Q30KP5		136.7	
ENOG410UH2C	Q9Z1B8		1251.9	
ENOG410UFRA	Q9JHW9	Q3UIA4,Q8R345,A0A140LIF9,Q810V9	1136.0	1136.0,445.5,335.8,327.3
ENOG410UX9E	A2AQA0	Q8C1D2	1379.3	594.4
ENOG410UTC5	Q6PIE5	Q3UHK5,Q6ZQ49,D3YYN7,Q925P5	2396.3	2396.3,2350.8,2249.1,97.5
ENOG410UQ3N	Q3TLI0	F8VQF9,A0A1W2P8E9,A0A1W2P717	2815.8	2805.5,377.3,166.2
ENOG410UUCU	O08580	G3UZQ2,G3UY24	974.6	350.1,226.9
ENOG410UH08	Q68EF0	A0A1W2P7K6,A0A1W2P6M4,A0A1W2P7S9,Q8BR32	919.2	1012.9,312.6,141.5,66.4
ENOG410UNQI	Q80V86	A2API3	2291.9	2223.9
ENOG410UR16	Q8K4F5	D3YYK0,A0A0J9YU40,A0A0J9YV94,A0A0J9YVC2,A0A0J9YUT1	574.5	429.1,287.0,141.8,141.1,37.0
ENOG410UN22	Q1RLK6		714.1	
ENOG410V2QV	Q8CDM8		1746.3	
ENOG410UVUU	Q9WV96	A0A1B0GSU2,D3YVK5,D3YVK4,A0A1B0GRJ5,D6RG99,A0A1B0GRP8,D3YVK6	208.1	197.4,196.7,195.7,106.4,104.0,91.5,23.6
ENOG410UUYG	Q924X1	Q0VEB7,A0A0J9YV58	287.2	287.2,266.4
ENOG410V1R9	D3JTC8		24.3	
ENOG410UMMV	G3X9F6	Q3TXV8,Q3UDI4,F6U4F1,Q8R1A5,Q6KAR4,Q3TBH5,Q3TD36,A1A4B6,F6QD49,F6UWL1	2544.0	2542.0,2541.9,2064.4,2062.5,1932.5,1272.1,1269.7,1250.0,158.4,16.4
ENOG410UWX0	Q9D0J8	Q66JR8	169.1	267.9
ENOG410V2MZ	Q8C080	Q3TLM7	716.6	641.3
ENOG410URM5	Q03358	Q3UZH5,G3DRA8,Q8BRA0	581.0	581.0,554.7,215.9
ENOG410V2FK	Q8BSN5		879.6	
ENOG410UHHU	Q96DY5		1233.2	
ENOG410USCG	P01852	P01851,Q7TND8,A0N8J3,A0A0A6YWV4,A0A075B5J4,A0A075B5J3,A0N8J2	381.9	378.7,465.4,460.6,380.7,377.5,374.5,34.5
ENOG410UT65	Q6GQR8	Q9CYV4,B2RSV9,D3Z6L7,B7ZNY1	1090.0	1112.1,1090.0,455.3,203.4
ENOG410UN0A	Q99LV7	F6YX19,A0A087WSN5,F7DFD7,F6RUP6,F6QPF7,F6XTT6	495.4	499.7,499.7,495.4,168.9,65.8,61.4
ENOG410UQDS	Q9D956	G3X8Q2,G3X9A4	569.0	668.7,578.0
ENOG410UHDH	P48787	Q497F1	437.2	437.2
ENOG410UNVG	Q6P7F1	D3Z0G8,K3W4N9,A0A087WQU9	1317.7	1317.6,1304.8,1200.8
ENOG410V1R2	Q9Z0G0	A0A1D5RMN2,A0A1D5RML2	758.5	236.1,114.4
ENOG410UMYP	Q8VEM9	A0A0R4J0W0	892.6	890.8
ENOG410UU41	O89023	Q3TDY6,Q3U2Z6,Q8BNF3,A0A1B0GRZ6	1213.1	1213.4,1209.5,698.7,42.4
ENOG410UI9V	Q8K4I7		534.2	
ENOG410UWBY	A0A1B0GT42		935.6	
ENOG410UIJ0	Q62441	Q62440,Q3UY41,F6ZBY9,Q5SQA2,Q6PFG2,E9Q2Q6,Q5SQA3,Q5SQA4,Q80TG4,Q5SQA5,Q5SQA7	1764.4	1743.1,1767.8,1759.3,1744.9,1741.5,1741.1,1736.9,1732.9,1618.0,349.7,207.6
ENOG410UFSG	O54991	Q3U428	3225.6	2776.5
ENOG410UMRJ	A2AIX1	E9QAT4,Q8R336,F6T8X6,Q3TZR0,Q3TRA8	4040.1	3971.6,747.8,367.1,151.8,141.0
ENOG410V3NR	P35639	Q3V405,D3YX14	349.8	347.6,329.5
ENOG410US66	Q01853	Q8BNF8	1900.4	1726.1
ENOG410UM3K	Q9D2H8	B2RQ03	598.2	598.2
ENOG410UKU4	B1AUE5		641.3	
ENOG410UJHG	Q3TZX3		694.7	
ENOG410UM2Z	B1AYL1	Q62467,Q9QZC3	3222.9	3219.9,247.4
ENOG410UMDQ	Q60765	Q4FJW1,Q62281,Q7TPG4	402.4	402.4,398.5,255.0
ENOG410UVW5	Q9D8L0		221.4	
ENOG410UTC8	Q7TMF5	Q6P6M3	716.2	709.6
ENOG410UUYQ	Q8K174		292.7	
ENOG410UQCH	Q76JU9		595.7	
ENOG410URX8	O70401	Q99L96,Q3TV84,H3BJJ0,H3BL26	527.5	529.1,526.1,408.9,309.2
ENOG410UH8X	P50518	Q9D593	471.9	413.7
ENOG410UMPX	Q61420	F6R7Y0	705.7	440.9
ENOG410UNYZ	Q9R020	B2RRT9,D3Z4U0,E9PUD0,A0A0H2UH20,A0A0G2JGE3,V9GX51,Q05BD8	655.7	655.7,645.6,513.0,295.5,80.5,80.3,26.0
ENOG410UH6T	P35831	Q3TVC3,D6RGT2,F6Z0X5	1608.5	75.7,38.6,28.6
ENOG410UWUX	Q9D6L6		337.0	
ENOG410V1ST	D3Z329		138.9	
ENOG410UGK1	Q7TQ33	Q8BSW1,Q8K2P0	959.9	866.9,446.5
ENOG410UW7V	P03903	A0A141CM23,Q9MD77,Q7YBV2,A0A075DC92	160.6	162.0,160.6,158.5,157.0
ENOG410UI11	Q9DAR2	Q9DAG7,J3QK74,D3YZ02,J3QNW1,Q8C321	586.0	324.5,309.9,269.1,110.8,17.1
ENOG410UWC0	P62858	Q059I1,G3UYV7	162.9	162.9,127.4
ENOG410V1HP	Q8BSM7	A2ATS4,G3X8X3	1228.7	1230.1,1229.9
ENOG410UIXM	Q8BMA5		2607.9	
ENOG410UNBF	Q9WVI9	Q6GQW8,Q3UI81	1529.6	1490.0,1437.2
ENOG410URNA	A2AM29	Q3ULL0,E9PXP8	1232.5	394.7,126.7
ENOG410USBY	G3X901	Q8VCT8,Q8CA26,D3Z5R2,D3Z2K1,Q9D546	584.2	439.1,296.5,277.0,247.7,244.9
ENOG410V1VC	A0A087WPF9		503.4	
ENOG410UFHI	Q9EQI8	Q9D9V9	533.3	309.3
ENOG410UT8A	Q9Z0R0	Q2KHL1,A0A0R4J0P2,Q3UU60	1323.7	1323.3,1321.6,398.6
ENOG410UNRG	E9Q5K4	Q8QZW4,Q6IEF7,Q8CIE7,Q3UEM4,A0A1D5RLI1,Q8BWN7	950.0	949.1,947.4,939.8,897.1,857.2,855.1
ENOG410UV22	P70349		278.5	
ENOG410UJSJ	P16283	Q68EG4,Q9ERP4,F8WHM3,Q8BLC4,F6Q7T0,D3Z5A2,D3YWK8,D3Z3U9	2761.8	2707.4,2201.7,949.5,578.0,357.0,277.5,242.4,226.7
ENOG410URYW	Q8VCH9	Q543Z7	620.4	620.4
ENOG410USZJ	Q8BJL0	D3YUX5,D3Z0J8	1692.5	265.2,123.9
ENOG410UTPV	P83861	Q4VA00,Q3UQ27,G3UWA8,Q8BHH0,A4FUW2,A0A0G2JH05,Q3V392,D3Z612,Q80UC3,F6RNN2	900.7	900.7,851.3,829.5,737.9,646.4,497.9,346.3,311.1,139.0,137.4
ENOG410USIW	G5E8Q8	A0A286YDT5,Q69ZZ8,Q8BZJ9,A0A286YCD3,A0A286YD74,A0A286YE42	2706.0	2266.7,2264.7,297.4,159.8,146.1,102.8
ENOG410UIF5	Q60603	Q920E3,Q3UHC9,A0A1L1M1J8,Q32MR7,Q6NZH0,A0A0A6YVS8	2139.9	2116.9,2139.9,2139.3,2138.2,2109.6,121.5
ENOG410UMM6	Q99JT9		373.9	
ENOG410UU55	Q8VGL5	Q8VGT4	609.7	592.8
ENOG410UR8U	Q7TPQ9	Q0GJK3,E0CY84,E0CZE1	969.3	925.4,790.9,453.6
ENOG410UUS7	P97766		271.4	
ENOG410UNST	O35936	B1ASX6,Q3TYK7	1372.0	1294.5,1104.5
ENOG410V2ZP	P50540	Q3U3X2,Q6P2L3,Q3USD3	486.9	660.6,616.1,486.9
ENOG410V14J	O70566	K4PWM5,E9Q4U7,Q6W4W7,Q3U4Y4,Q8C414,Q496P2	2083.8	2131.7,2117.7,2114.7,1835.1,1534.8,168.7
ENOG410US9P	Q8BXJ8	A2AS57,G5E8Y8,Q80ZR3	1029.7	1029.7,862.4,265.8
ENOG410V1ET	Q03157	A0A0R4IZZ1,Q3U311,Q3TUB1,Q3TCA7	1412.7	1412.7,1408.8,1379.2,1086.6
ENOG410URDD	Q99L48	A0A0A6YY59,D3YYX2	1132.3	278.6,179.6
ENOG410UU05	O89104	Q8BNK8	593.1	591.3
ENOG410UQR3	P52792	Q5SVI5,Q5SVI6,F6V339	1040.9	1040.9,1030.3,99.6
ENOG410UTXB	P70660		498.5	
ENOG410UQ32	Q9CQC9	Q0VGU0,Q3U281,A0A1W2P6N3,A0A1W2P869,A0A1W2P720	455.5	455.5,452.8,307.2,218.2,189.8
ENOG410UPVM	Q75NR7	A0A0R4J0J3,A3KMF3	2123.0	2155.1,2146.7
ENOG410UGQ8	Q99LQ1	A0A1W2P7F0	683.8	46.7
ENOG410UT98	Q8K5B1	A0A249JQT6,A0A286YDE2,A0A286YCG5,A0A286YD69,A0A286YE03	1205.1	1204.5,1086.9,1072.1,218.5,85.6
ENOG410UNNJ	Q91WG2	Q3TZJ2,D6RCU7,D6RGR2	1046.4	1045.0,134.9,60.4
ENOG410UPRA	Q9QUK6	Q8K2T5,L0CMZ8,L0CL36,Q3U4D4,U5LL15,U5LL67,U5LIT9,U5LHT6,A2BHU8	1463.7	1464.8,1464.1,1463.7,1462.1,1334.0,1331.4,1330.3,1327.8,113.4
ENOG410UMDB	Q62053	Q543A9,Q3UW60,Q8BZ75,Q76N50	715.1	715.1,632.8,546.9,154.1
ENOG410UWAG	Q8R448	Q497Y7	171.8	171.8
ENOG410UNM9	Q8QZX0	A0A0B6VRD5,A0A0U1RNY5,A0A0U1RNW9	897.4	894.8,165.2,32.5
ENOG410UXB4	Q9CYI2		335.1	
ENOG410UGMU	Q99LM3	Q9D143	780.8	406.3
ENOG410UTS9	Q9R159	Q9R160,Q9R158,A0A0R4J160,Q7M762,B2RX16,Q7M763,Q8CDV3,A2RSG8,Q8K4K0,Q8BMR5,Q7M765,Q7M766,Q6IMH6,Q8BMR4,Q9CVR7,Q9CUI8,Q9CUQ4,Q60622	1303.6	1058.7,979.8,1305.1,1293.2,1261.4,1259.8,1058.2,1032.0,1031.7,1022.7,1015.3,1004.2,993.9,978.9,425.6,289.4,276.7,61.2
ENOG410UH7S	Q9QYS1	Q8C6P4,H3BJ29,Q8BRT3,H3BL02	808.1	805.2,465.1,464.8,86.0
ENOG410UFJH	Q8CB59		1124.5	
ENOG410UQEN	Q3UJB9	G5E896,A0A0R4J1Q0,D6RE33,F6ZJ27,F6V5I7	3121.1	3125.3,3069.0,2863.5,847.6,507.9
ENOG410UKQQ	Q811D0	Q91XM9,P70175,E9Q9H0,E9Q2L2,H7BWY4,Q3UP61,Q80TH1,A2BEE9,Q52KF7,D3Z3B8,D3YUZ8,D3YWU0,A2BEF2,Q571K0,S4R2T8,F6UDT8,Q3TPP5,G3UZL5,E9Q3Z8,E9PXG2,J3KMS4,J3QMR8	1664.2	1625.4,1622.3,1661.2,1647.2,1645.7,1641.1,1622.7,1621.6,1585.5,1580.9,1534.6,1001.9,991.2,878.1,878.1,774.1,770.2,405.9,243.6,219.3,102.6,37.0
ENOG410UIHW	Q6PCM2	Q8BND4,F6WNG1,E9PXU1,Q8CCX8,Q8VE44	1846.2	1752.7,1216.4,1103.6,1019.9,189.2
ENOG410UTI2	Q921W4	D3Z6I4,D3YZD6,F7BGV1,D3YU21	757.4	704.8,641.4,375.5,282.3
ENOG410UKHQ	Q8VFG4	Q2NLE7	669.6	667.6
ENOG410UHCX	Q9QXX8		865.6	
ENOG410UNDM	Q6P9P6	O35060,Q8BQH0,O35069	2049.4	439.7,214.5,145.8
ENOG410UNDW	Q9JLI3	E9PVK7,B1AS15,B2RPX5,B1AS16,E9QPA9,B1AS17,B1AS18	1588.6	1585.7,1577.6,1527.2,1515.3,1500.8,1492.1,299.4
ENOG410V0WP	A0A087WS73	A0A087WRV4	546.1	247.7
ENOG410UHZQ	Q9CQG6	B2RVQ1,A0A140LJ56,A0A140LIQ8,A0A140LIN7,A0A140LIC5	504.9	504.9,493.5,401.8,289.9,88.4
ENOG410V0YM	Q62411	Q61953,Q8C3C3	3279.5	976.8,780.8
ENOG410URXZ	Q3TBT3		689.2	
ENOG410UNZI	Q9D9J8	Q80X83,H3BLP6	433.1	441.0,125.9
ENOG410US7R	P23979	Q8K1F4,B7ZMU3,Q6J1J7,E9QLC0	987.7	1012.1,1009.2,1007.3,1004.1
ENOG410UWFY	P12968		156.2	
ENOG410UMP3	P28660	Q8K1X4,A1L0U6,A2AS98,Q3UDY0	2442.6	2418.1,2437.7,2437.7,1350.4
ENOG410UT8M	Q9JJJ3	Q4FK77,D3YYD6,E9Q8P3,Q8R1T7	562.1	562.1,509.7,260.3,260.3
ENOG410UTGX	Q61333	D3Z4L9,Q3U4L9,B2RQW1,G3UXC6,G3XA62,G3UWJ7,G3UX17	1299.0	1291.2,1288.0,1230.7,167.5,166.7,127.5,31.2
ENOG410UQD7	Q76EC5	Q3KNB9,D6RCI1	801.8	801.0,63.5
ENOG410UNPC	Q9CT10		967.5	
ENOG410UFMH	A0A0R4J0Z8	H3BLC4	1178.8	1080.4
ENOG410V2IF	P70381	Q9CVV0	548.5	420.7
ENOG410UR2T	Q7TRM4	A0A286YCU8	652.0	648.8
ENOG410UM9H	Q7TNU6	Q5JC30	1125.3	1122.6
ENOG410URHM	O35393	Q543Q7	757.8	757.8
ENOG410UGU5	H3BLJ1	H3BIX8,H3BJ48,H3BJM4	300.6	297.7,239.7,238.0
ENOG410UVMG	Q923X4	A2A5W4,Q6P0X6,Q3UQ95,B7ZC40,A0A0A0MQ94	279.4	279.4,269.0,266.2,181.3,23.5
ENOG410URUA	D3Z4Z0	D3YW26	972.9	798.3
ENOG410UYFF	D3YVJ7	Q8R318,S4R2G9	275.3	265.2,264.0
ENOG410UH0T	Q14BI5	Q3UQS9,O55124	3291.2	3290.2,3267.2
ENOG410UKC8	O35245	A2A259	1562.4	1490.7
ENOG410USS5	Q5SQF8		415.5	
ENOG410UP8E	Q9EST8		1507.4	
ENOG410UQAC	A0A1D5RLR5	Q9EQA5,Q9EQA4,L7N1Y6,A0A1L1SSA5,Q7TRD9,Q8VFB6,Q9EQA6,Q7TRA3,Q8VG90,Q7TRD1,Q7TRE0,Q7TRE2,Q7TRE1,Q8VF63,Q8VF64,A0A1D5RLF5	634.8	634.8,622.9,622.9,622.4,622.3,619.0,617.9,616.2,616.1,610.3,610.2,608.7,608.7,608.7,599.6,198.1
ENOG410UT9M	Q14DL3	Q8BU54	1113.3	433.2
ENOG410UHBT	Q8CG16	Q8CFG9,Q566I6,Q3UU42,Q8CH29,Q8CG15,Q9CTX0	1453.5	1429.5,1453.2,680.6,405.0,249.7,96.1
ENOG410UNQJ	Q91YE9	A0A1W2P6X8,A0A1W2P7K9,A0A1W2P7E9,Q6P906,A0A1Y7VK90,A0A1W2P7S7,A0A1W2P782,D6REF4,A0A1Y7VJB2,A0A1W2P7V4,A0A1W2P7D6,A0A1W2P893,A0A1W2P710,A0A1W2P6R5,A0A1W2P6J4,D3Z145,A0A1W2P7P9,A0A1W2P7Q8	1045.3	1178.9,1121.3,1049.9,986.0,980.5,894.8,800.5,728.3,665.2,551.7,507.4,504.8,452.7,366.8,317.8,224.9,222.5,206.0
ENOG410USX6	Q80UW8	Q3V214,Q8R0H0,Q8CI23	477.2	477.2,357.7,153.8
ENOG410UHFK	Q8CIB9	Q3TLK4,A0A286YD00	1028.3	454.5,67.4
ENOG410UG4E	P20801	Q3UZY7	350.8	347.8
ENOG410UUF6	P16546	A3KGU7,B2RXX6,B9EKJ1,A3KGU9,A3KGU5,B7ZWK3,E9Q447,Q3V1V5,Q3URW8,Q3TYI8,Q58ES7,Q6PA04,A3KGU4,Q3TNY2	5603.5	5617.9,5616.4,5615.5,5610.9,5554.3,5549.5,5547.3,2248.1,1983.9,1900.2,1245.5,1198.6,526.4,278.1
ENOG410UNUX	Q62151	F1ABS0,F1ABR7,F1ABR8,F1ABS1,F1ABR9,F1ABS2	775.2	600.9,557.7,552.9,544.5,447.5,419.6
ENOG410UVDA	O35623	Q8BNZ1	229.7	228.0
ENOG410UXQ2	Q3TTZ7		437.9	
ENOG410UVR5	Q61450	Q549E3,A0A1W2P6F1,A0A1W2P7F3,Q8C233	357.4	357.4,203.0,185.3,129.4
ENOG410UH17	O70551	Q3UB06,Q3US65,Q3TTI6,Q3TTF9,Q3URR1,F8WGJ7,B2KF32	1414.8	1414.8,1020.4,708.9,625.3,582.5,438.4,22.4
ENOG410UNUB	Q69ZB0	G5E8Y2,E9QNC6,B9EI20,E9Q8Q7,F7ANC5,E9PVL4	2023.3	2020.8,1943.1,1930.5,1400.9,1069.9,364.9
ENOG410UTP0	Q4KKZ1		361.9	
ENOG410UMAF	P70326	Q5CZX7,Q8BLK4,A0A0J9YTS5,A0A0J9YUZ8	1185.5	1185.5,902.8,435.6,251.5
ENOG410UWQ3	Q8K353	D3YVS7,D3YWV2	190.7	124.6,69.7
ENOG410UXEX	F6U473	Q7TNH5,A0A1L1STK5	142.4	141.7,84.0
ENOG410UGUX	Q5XG69		1281.9	
ENOG410UMPZ	A2AKQ8	Q9CY00,Q99J38,B2RXA2	1502.2	1501.4,1487.9,1501.4
ENOG410UMS7	Q8CGN5	A0A0U1RQ08,A0A0U1RPJ3,A0A0U1RNY2,A0A0U1RNP7	1001.9	392.0,369.8,204.6,148.7
ENOG410UGMM	Q8BRK8	G8XUU5	1283.7	50.2
ENOG410V1TD	Q8CDS5	Q8C0A3	2232.1	162.9
ENOG410USI1	P34902	Q3UPA9,A2AGH5,V5SIM2,B0QZX1	690.0	690.0,554.4,348.7,258.6
ENOG410UU56	Q9Z2U2	Q8CHF2,Q8BRW5	5303.5	3292.1,214.6
ENOG410UJCP	O88544	Q14AI7,Q3TIJ1,F6QTS1,D3YV99,D3Z1R9,D6RG47	938.6	938.6,936.6,563.7,558.1,482.1,49.5
ENOG410UN26	Q61419	Q3TLI9,A0A286YDH3,Q3UM08	1307.2	1305.5,936.2,849.2
ENOG410UWWY	A0A1D5RLI5		58.2	
ENOG410UQH5	Q9WVB3	Q80XH3,D3Z5E1,Q3UXB4,D3YV26	768.8	764.4,758.7,153.2,19.0
ENOG410UVPN	Q9DBW3		206.0	
ENOG410UNCN	Q7TPH6	E9PUJ6,F6SMY7,F6T4V9,F7CZG3	11001.7	11004.8,10915.6,3739.8,1674.0
ENOG410UHVQ	Q9D0G0		855.4	
ENOG410UVT9	O54962		203.0	
ENOG410UFGT	Q78JE5	Q3V492,D6REV6,D3Z2G9	849.8	653.6,282.8,190.2
ENOG410UVTD	A0A0G2JG17		92.2	
ENOG410UMHE	Q6PB70	A0A1L1SR96	2151.1	2140.8
ENOG410V2PW	A0A0G2JH19		397.9	
ENOG410V2Z9	Q91VU1	A2A8S3,A2A8S2,D3Z2S7	664.5	539.8,505.7,46.0
ENOG410UQKH	Q9Z0G2	Q0VAW8,Q684J2,A0A0G2JG74	1256.5	1256.5,1120.0,301.0
ENOG410UHBE	Q61481	Q8BRR9,F6X0V1,Q5I7S8,Q9JLL9,A2ASF9,Q9D1V1	1174.3	1174.4,1089.5,1045.2,1045.0,966.6,91.5
ENOG410UYBY	Q05CK8		82.1	
ENOG410UG0H	P43267	Q62247,Q5F2B2,Q76MX7	440.4	133.9,440.4,77.5
